CompanyCode,InvoiceNumber,InvoiceDate,SalesType,BillToCustomerCode,Currency,PayTerm,SalesPersonCode,ExchangeRate,TotalInvoiceAmount,CustomerAccountCode,Line,ItemDesc,UOM,Qty,UnitPrice,Remarks,UsageID,CostCenter,OwnTaxRegion,TaxAmount,TaxCode,TRAN_TYPE,CUST_VOYAGENO,PTPVOYAGENO,VESSEL_CODE,VESSEL_NAME,GT,LOA,ATA,ATD,ATB,ATUB,LOCATION,REFERENCE,DocumentType,CargoType,Operater,THROUGHPUT,Remarks1,Remarks2,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Dimension7,Dimension8
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,28,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,29,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,30,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,31,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,32,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,33,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,34,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,35,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,36,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,37,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,38,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,39,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,40,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,41,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,42,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,43,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,44,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,45,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,46,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,47,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,48,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,49,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,50,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,51,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,52,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,53,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,54,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,55,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,56,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,57,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,58,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,59,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,60,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,61,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,62,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,63,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,64,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,65,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,66,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,67,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,68,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,69,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,70,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,71,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,72,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,73,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,74,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,75,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,76,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,77,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,78,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,79,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,80,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080180,25/08/2023,JPZ,285,MYR,30,,,6885.00,2021001,81,INTERNAL HAULAGE OPERATION,,,85.00,,6666005,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
JPB,JPZ23080181,28/08/2023,JPZ,461,MYR,30,,,900.00,2021001,1,SHUNTING AND SHIFTING,,,900.00,,6666007,224,MY,,,,NA,,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,
